Gender,Age,Married,Number of Dependents,City,Zip Code,Tenure in Months,Offer,Phone Service,Internet Service,Total Charges,Total Revenue,Customer Status
Male,29,No,0,Santa Monica,90405,13,Offer D,Yes,Yes,1313.25,2010.84,Stayed
Male,57,Yes,0,Lotus,95651,71,Offer A,Yes,Yes,7690.9,8119.86,Churned
Male,38,No,0,Shandon,93461,8,Offer E,Yes,Yes,436.6,822.2,Stayed
Male,19,No,0,Rancho Santa Margarita,92688,7,Offer E,Yes,Yes,445.95,668.83,Stayed
Male,43,Yes,2,Rio Linda,95673,25,None,Yes,No,411.15,805.15,Stayed
Male,38,No,2,San Marino,91108,32,None,Yes,No,696.8,1238.88,Stayed
Female,46,No,0,Branscomb,95417,11,Offer D,Yes,Yes,987.95,1233.91,Churned
Female,45,Yes,0,Paskenta,96074,2,Offer E,Yes,Yes,120.25,155.65,Joined
Male,58,Yes,3,Cottonwood,96022,13,None,No,Yes,590.35,590.35,Stayed
Male,73,Yes,0,Placentia,92870,72,Offer A,Yes,Yes,6735.05,6831.53,Stayed
Female,37,No,0,Santa Cruz,95064,39,None,No,Yes,1630.4,1630.4,Stayed
Male,48,Yes,3,Culver City,90230,6,None,Yes,Yes,377.85,608.85,Stayed
Female,63,No,0,San Diego,92111,31,Offer C,Yes,No,589.25,1634.26,Stayed
Female,19,Yes,2,Santa Rosa,95409,59,None,Yes,No,1222.65,1783.74,Stayed
Female,25,No,0,Red Bluff,96080,5,Offer E,Yes,Yes,455.5,462.95,Churned
Male,42,Yes,0,Oceanside,92054,27,Offer C,Yes,Yes,2204.35,2523.76,Stayed
Female,48,Yes,3,Mokelumne Hill,95245,8,None,Yes,No,159.35,296.95,Stayed
Male,40,No,0,Etna,96027,39,Offer C,No,Yes,1790.6,1790.6,Stayed
Female,24,No,0,Pasadena,91107,4,None,Yes,Yes,214.55,239.63,Stayed
Female,23,Yes,2,Santa Ana,92703,51,Offer B,No,Yes,1782.0,1772.61,Stayed
Male,24,Yes,0,Berkeley,94705,4,None,Yes,Yes,301.4,495.96,Churned
Male,19,Yes,0,Laguna Niguel,92677,3,Offer E,Yes,No,89.05,131.35,Joined
Female,48,No,0,Cathedral City,92234,59,Offer B,Yes,Yes,4949.1,6791.67,Stayed
Male,35,No,0,Rancho Cucamonga,91730,37,None,Yes,Yes,2313.8,3735.71,Stayed
Female,67,No,0,Fallbrook,92028,7,None,Yes,Yes,493.65,548.39,Stayed
Female,43,No,0,Volcano,95689,6,Offer E,No,Yes,307.6,307.6,Stayed
Female,41,No,0,Brookdale,95007,7,None,Yes,No,129.15,406.28,Stayed
Male,52,No,0,Inglewood,90305,9,Offer E,Yes,Yes,724.65,790.53,Stayed
Female,33,No,0,Stockton,95219,4,Offer E,Yes,No,97.5,122.94,Stayed
Male,43,Yes,1,Weott,95571,46,Offer B,Yes,Yes,3769.7,4023.62,Stayed
Male,36,No,0,Tustin,92780,1,None,Yes,Yes,45.75,69.99,Churned
Female,80,No,0,Whittier,90605,64,Offer B,Yes,Yes,4481.0,6344.68,Churned
Male,53,Yes,0,Los Angeles,90044,72,None,Yes,Yes,8375.05,8827.93,Stayed
Female,67,No,0,Brawley,92227,28,None,Yes,Yes,1867.6,2223.76,Stayed
Female,24,Yes,0,Scotts Valley,95066,9,None,Yes,Yes,769.1,830.12,Stayed
Male,40,No,0,Trinity Center,96091,1,Offer E,No,Yes,24.4,24.4,Joined
Male,62,No,0,Chatsworth,91311,19,Offer D,Yes,No,279.2,605.43,Stayed
Male,75,Yes,0,Wildomar,92595,71,None,Yes,Yes,6707.15,6794.48,Stayed
Male,35,No,0,Exeter,93221,2,Offer E,Yes,Yes,92.45,119.91,Churned
Male,49,No,0,Olympic Valley,96146,2,Offer E,Yes,Yes,198.5,253.62,Joined
Male,31,Yes,0,Lancaster,93536,3,None,Yes,Yes,208.85,288.98,Churned
Male,63,No,0,Lakeshore,93634,18,Offer D,Yes,Yes,1058.1,1917.06,Stayed
Male,61,Yes,0,San Dimas,91773,3,Offer E,No,Yes,99.75,99.75,Churned
Female,31,Yes,2,Big Pine,93513,2,Offer E,No,Yes,63.75,63.75,Joined
Male,26,No,0,Santa Ana,92706,22,Offer D,Yes,Yes,2415.95,3036.18,Stayed
Female,62,Yes,0,San Diego,92126,9,Offer E,Yes,Yes,853.1,1091.69,Churned
Female,57,No,0,Oakland,94610,2,None,Yes,Yes,123.8,191.3,Joined
Male,70,Yes,0,Quincy,95971,17,None,Yes,Yes,1329.2,1490.7,Churned
Male,45,No,0,Suisun City,94585,20,None,No,Yes,1165.55,1165.55,Stayed
Male,33,Yes,2,Willow Creek,95573,4,Offer E,Yes,Yes,155.35,295.71,Stayed
Male,30,Yes,0,Beaumont,92223,71,Offer A,Yes,Yes,6404.0,8433.18,Stayed
Male,53,Yes,0,Pioneertown,92268,44,Offer B,Yes,Yes,3626.35,4523.55,Stayed
Female,51,Yes,0,Downey,90241,3,None,Yes,Yes,273.2,282.11,Joined
Female,56,Yes,3,Escondido,92027,72,None,Yes,Yes,4760.3,6388.94,Stayed
Female,27,Yes,0,Arvin,93203,54,None,Yes,Yes,4965.0,6566.64,Stayed
Female,25,Yes,0,South Dos Palos,93665,18,Offer D,Yes,Yes,1438.05,2217.27,Stayed
Male,65,No,0,Salyer,95563,26,Offer C,Yes,Yes,2404.1,3055.14,Stayed
Female,21,Yes,0,Sacramento,95841,53,Offer B,Yes,Yes,4862.5,7248.04,Stayed
Female,21,No,0,Glennville,93226,3,None,Yes,Yes,161.45,306.35,Joined
Male,33,No,0,Los Angeles,90061,25,Offer C,Yes,No,541.5,875.5,Stayed
Female,23,Yes,0,Fresno,93728,72,None,Yes,Yes,6510.45,9744.69,Stayed
Female,29,Yes,0,Temple City,91780,53,None,Yes,Yes,5809.75,8026.21,Stayed
Female,80,No,0,Escondido,92027,1,None,Yes,Yes,71.0,99.64,Churned
Male,53,Yes,0,Grimes,95950,18,None,Yes,Yes,878.35,1221.25,Churned
Male,29,No,0,Culver City,90230,10,None,Yes,Yes,887.35,1371.15,Stayed
Female,35,No,0,Eureka,95501,7,None,Yes,Yes,480.75,607.45,Churned
Female,54,Yes,0,Lakewood,90715,57,Offer B,Yes,No,1134.25,2461.21,Stayed
Female,57,No,0,Hanford,93230,8,None,No,Yes,226.95,226.95,Stayed
Male,35,Yes,0,Green Valley Lake,92341,33,None,Yes,Yes,3092.0,4140.08,Stayed
Male,78,No,0,Portola,96122,64,Offer B,Yes,Yes,6548.65,7777.45,Stayed
Male,41,No,0,Oakland,94603,9,None,Yes,Yes,827.45,1104.65,Stayed
Male,71,Yes,1,Olympic Valley,96146,60,None,Yes,Yes,4859.1,5903.37,Stayed
Male,27,No,0,Hamilton City,95951,54,None,Yes,No,1008.7,2397.58,Stayed
Female,23,Yes,3,Victorville,92392,46,Offer B,Yes,Yes,4236.6,4574.56,Stayed
Female,21,No,0,Wallace,95254,1,Offer E,Yes,No,20.9,36.63,Churned
Male,24,No,0,Loleta,95551,6,Offer E,Yes,No,116.6,189.62,Stayed
Male,49,No,0,Paicines,95043,1,None,Yes,Yes,80.55,146.48,Joined
Male,31,No,0,Campo,91906,1,None,Yes,Yes,49.8,53.77,Joined
Female,49,No,0,Hathaway Pines,95233,48,Offer B,Yes,Yes,3581.4,4668.12,Stayed
Male,62,Yes,3,Visalia,93292,45,None,Yes,Yes,4900.65,5237.25,Stayed
Female,54,Yes,0,Santa Rosa,95407,37,None,Yes,No,717.5,1291.37,Stayed
Male,75,No,0,Bridgeport,93517,11,None,Yes,Yes,662.95,1314.58,Stayed
Male,38,Yes,3,Chula Vista,91913,55,Offer B,Yes,Yes,5099.15,6339.95,Stayed
Male,76,No,0,San Diego,92126,12,None,Yes,Yes,1200.15,1462.83,Churned
Male,45,No,2,Terra Bella,93270,39,None,Yes,No,958.45,2774.68,Stayed
Male,51,No,0,Chino Hills,91709,38,None,Yes,Yes,2657.55,3811.55,Stayed
Female,51,No,0,San Diego,92130,15,Offer D,Yes,Yes,994.55,1708.1,Churned
Female,67,Yes,0,Oakland,94621,45,None,Yes,Yes,3861.45,5687.51,Stayed
Female,44,Yes,0,Laton,93242,72,None,Yes,No,1423.65,4824.93,Stayed
Male,63,No,0,Ceres,95307,1,None,Yes,Yes,70.35,94.77,Joined
Male,21,No,0,Los Angeles,90013,16,Offer D,Yes,No,326.8,848.72,Stayed
Male,37,No,0,Walnut,91789,53,Offer B,Yes,Yes,3357.9,3613.36,Stayed
Female,42,Yes,0,Alpaugh,93201,13,None,No,Yes,633.4,633.4,Churned
Male,74,Yes,3,Long Beach,90808,71,None,Yes,Yes,5139.65,8433.46,Stayed
Male,23,Yes,0,San Francisco,94121,60,Offer B,Yes,No,1505.9,2491.1,Stayed
Male,76,Yes,2,Laguna Niguel,92677,71,Offer A,Yes,Yes,6179.35,8320.71,Stayed
Female,38,Yes,3,Walnut Creek,94595,14,Offer D,Yes,No,255.55,879.25,Stayed
Male,35,No,0,Green Valley Lake,92341,7,None,Yes,Yes,631.85,949.73,Churned
Male,65,No,0,Los Angeles,90005,50,None,Yes,Yes,4816.7,5762.7,Churned
Male,63,Yes,2,Dunlap,93621,69,None,Yes,No,1796.55,2596.95,Stayed
Female,76,No,0,Boulder Creek,95006,49,Offer B,Yes,Yes,4515.85,6714.97,Churned
Male,33,Yes,1,Morongo Valley,92256,37,Offer C,Yes,Yes,3415.25,4854.18,Stayed
Male,56,No,0,Folsom,95630,43,Offer B,Yes,Yes,4211.55,6044.46,Churned
Female,63,No,0,Armona,93202,4,Offer E,Yes,Yes,321.65,504.93,Churned
Male,26,Yes,0,Long Beach,90803,7,None,No,Yes,280.0,280.0,Stayed
Male,56,No,0,Stockton,95202,57,Offer B,Yes,No,1252.85,1993.28,Stayed
Male,64,No,0,Diamond Springs,95619,1,None,Yes,Yes,79.15,103.63,Churned
Female,74,Yes,1,Los Angeles,90063,8,Offer E,Yes,Yes,633.3,1024.1,Churned
Female,57,Yes,0,Springville,93265,61,Offer B,Yes,Yes,4616.05,4674.01,Stayed
Female,21,No,1,Sacramento,95864,2,None,Yes,Yes,106.2,143.42,Joined
Female,29,Yes,0,Wasco,93280,46,Offer B,Yes,Yes,3168.0,4634.48,Stayed
Female,45,Yes,3,River Pines,95675,64,Offer B,Yes,No,1559.15,2706.67,Stayed
Female,68,Yes,0,Shandon,93461,72,Offer A,Yes,Yes,6697.35,10190.07,Stayed
Male,74,Yes,0,San Jose,95127,16,Offer D,Yes,Yes,1178.25,1596.17,Churned
Male,25,No,0,Riverside,92505,1,None,Yes,Yes,84.65,146.95,Churned
Male,42,No,0,Vallejo,94591,25,Offer C,Yes,Yes,1729.35,2832.1,Stayed
Female,21,No,0,Shingle Springs,95682,64,None,Yes,Yes,5442.05,5987.33,Stayed
Male,33,Yes,3,Jamestown,95327,24,None,Yes,Yes,1454.25,1509.69,Stayed
Male,20,Yes,0,Patterson,95363,14,Offer D,Yes,Yes,1235.55,1337.19,Churned
Female,72,No,0,San Francisco,94109,15,None,Yes,Yes,1288.3,1267.66,Stayed
Male,54,No,0,Lynwood,90262,9,None,No,Yes,418.8,438.8,Churned
Male,67,No,0,Burney,96013,69,None,Yes,No,1356.3,2779.08,Stayed
Male,77,Yes,0,Lakeshore,93634,50,None,Yes,Yes,5163.3,7208.3,Stayed
Female,31,No,0,Modesto,95356,12,None,Yes,Yes,1017.35,1048.19,Stayed
Female,31,Yes,0,Granada Hills,91344,19,Offer D,Yes,Yes,1441.1,1930.35,Churned
Female,30,No,0,Calipatria,92233,69,Offer A,Yes,Yes,7455.45,9105.93,Stayed
Female,22,Yes,1,Santa Ysabel,92070,66,None,Yes,Yes,4508.65,5998.18,Stayed
Female,45,Yes,2,Auberry,93602,5,Offer E,Yes,Yes,220.45,398.45,Stayed
Male,38,No,3,Placerville,95667,3,Offer E,Yes,No,58.3,73.75,Joined
Male,71,No,0,Manchester,95459,69,Offer A,Yes,Yes,5031.0,5952.84,Stayed
Male,39,No,0,Lawndale,90260,12,Offer D,Yes,Yes,1148.1,1684.62,Churned
Male,46,No,0,San Francisco,94108,3,None,Yes,No,68.35,175.12,Joined
Male,33,Yes,3,Escondido,92027,17,Offer D,Yes,No,412.6,1181.68,Stayed
Male,79,Yes,0,La Verne,91750,57,None,Yes,Yes,4925.35,7014.97,Stayed
Female,26,No,0,Lakewood,90712,38,None,Yes,Yes,3264.5,3935.58,Churned
Male,34,No,0,San Jacinto,92582,12,Offer D,Yes,No,265.45,732.97,Stayed
Male,69,No,0,San Diego,92122,24,Offer C,Yes,Yes,1712.7,2453.58,Churned
Male,68,No,0,Castroville,95012,63,None,Yes,Yes,7031.45,8676.38,Stayed
Female,19,No,0,Petrolia,95558,1,None,No,Yes,25.15,25.15,Joined
Female,52,No,0,Lemon Cove,93244,2,Offer E,Yes,Yes,145.15,160.43,Churned
Male,25,No,0,Pomona,91767,36,None,Yes,Yes,2498.4,3452.76,Churned
Male,61,No,0,Turlock,95382,18,None,Yes,No,358.5,771.96,Stayed
Male,33,Yes,2,Roseville,95678,58,None,Yes,Yes,6004.85,7966.41,Stayed
Male,37,Yes,0,Caspar,95420,42,Offer B,Yes,Yes,3959.35,4698.97,Churned
Female,62,No,0,Temecula,92592,5,Offer E,Yes,Yes,512.45,673.05,Churned
Female,48,Yes,0,Mountain View,94040,63,Offer B,Yes,Yes,6215.35,6781.09,Churned
Male,34,Yes,1,Rocklin,95677,50,None,Yes,Yes,5431.4,7510.4,Stayed
Male,49,Yes,1,Hat Creek,96040,6,Offer E,Yes,Yes,324.25,335.41,Churned
Female,54,No,0,Malibu,90265,1,None,Yes,No,19.5,51.95,Churned
Male,53,Yes,0,Platina,96076,27,Offer C,Yes,No,520.55,1713.68,Stayed
Female,27,Yes,0,Sierra Madre,91024,6,Offer E,Yes,Yes,323.45,357.59,Stayed
Male,44,No,0,Long Beach,90815,10,None,Yes,No,251.6,572.6,Stayed
Male,48,Yes,2,Stanton,90680,67,None,Yes,No,1411.9,2002.84,Stayed
Female,60,No,0,Biggs,95917,70,None,Yes,Yes,5589.45,8887.51,Stayed
Female,32,No,0,Woodland,95695,48,None,Yes,No,936.7,1377.82,Stayed
Female,40,No,0,Jamestown,95327,16,None,Yes,Yes,1573.7,2190.16,Churned
Female,40,No,0,Canoga Park,91303,13,None,Yes,Yes,886.7,1217.86,Stayed
Male,30,No,0,San Diego,92122,5,Offer E,Yes,Yes,415.55,448.01,Churned
Female,27,Yes,0,San Simeon,93452,72,Offer A,Yes,Yes,5730.7,6335.58,Stayed
Female,54,Yes,0,Rancho Cucamonga,91701,72,Offer A,Yes,Yes,7998.8,8994.0,Stayed
Male,23,No,0,Danville,94506,24,None,Yes,Yes,2001.0,2848.2,Stayed
Male,34,No,0,Watsonville,95076,1,None,No,Yes,45.3,45.3,Churned
Female,33,Yes,3,Middletown,95461,72,None,Yes,Yes,8672.45,11634.53,Stayed
Female,52,Yes,0,Sherman Oaks,91423,68,Offer A,Yes,Yes,5711.05,6246.21,Stayed
Female,37,No,0,Davis,95618,2,None,Yes,Yes,147.15,223.71,Churned
Male,44,No,1,Los Altos,94024,62,Offer B,Yes,Yes,6590.5,7686.04,Stayed
Female,38,Yes,0,Azusa,91702,41,Offer B,Yes,Yes,3187.65,4219.21,Stayed
Female,76,Yes,1,San Martin,95046,46,Offer B,Yes,Yes,4972.1,5911.42,Stayed
Male,71,No,0,San Mateo,94402,3,None,Yes,Yes,231.8,322.55,Churned
Male,49,No,0,Glendale,91206,1,None,Yes,Yes,89.25,105.89,Joined
Male,59,Yes,0,Earlimart,93219,71,Offer A,Yes,Yes,6589.6,9893.23,Stayed
Female,75,Yes,0,Pala,92059,2,Offer E,Yes,Yes,115.1,128.82,Churned
Female,73,No,0,Culver City,90232,2,None,Yes,Yes,104.2,155.68,Churned
Female,49,No,0,Volcano,95689,60,None,Yes,Yes,4224.7,6557.5,Stayed
Male,59,No,0,Ravendale,96123,40,None,Yes,Yes,3369.05,4082.25,Stayed
Male,39,Yes,1,Arcata,95521,27,None,Yes,Yes,2793.55,3173.44,Stayed
Male,23,No,0,Valencia,91355,3,Offer E,Yes,Yes,123.65,270.17,Churned
Female,36,Yes,0,Los Angeles,90001,1,Offer E,No,Yes,29.85,29.85,Joined
Male,61,Yes,1,Fremont,94538,6,Offer E,Yes,Yes,260.8,556.0,Churned
Male,39,No,0,Los Angeles,90031,1,None,Yes,Yes,46.3,94.52,Churned
Male,67,No,0,Sacramento,95826,34,Offer C,Yes,Yes,2275.1,2736.14,Stayed
Female,20,No,0,Covina,91722,1,Offer E,Yes,Yes,79.6,101.32,Churned
Male,48,Yes,2,Santa Maria,93454,32,None,No,Yes,1653.45,1653.45,Stayed
Female,53,No,0,Clearlake,95422,1,None,Yes,Yes,75.8,90.28,Churned
Female,62,No,0,Fiddletown,95629,27,None,Yes,No,538.2,1503.99,Stayed
Female,61,No,0,Rodeo,94572,12,Offer D,Yes,Yes,979.05,1170.69,Stayed
Female,19,No,0,Bakersfield,93312,65,Offer B,Yes,Yes,3739.8,6673.65,Stayed
Male,19,Yes,0,Marshall,94940,2,Offer E,Yes,Yes,151.8,192.8,Churned
Male,54,Yes,0,South Pasadena,91030,42,None,Yes,Yes,4512.7,4613.92,Churned
Female,32,Yes,2,Lockeford,95237,62,Offer B,No,Yes,3008.55,3128.55,Stayed
Female,54,No,0,Simi Valley,93063,48,Offer B,Yes,No,1183.05,2662.41,Stayed
Male,52,Yes,3,Wildomar,92595,35,Offer C,Yes,No,686.95,1416.7,Stayed
Male,35,No,0,Downieville,95936,1,Offer E,Yes,No,19.55,37.49,Joined
Female,46,Yes,0,San Francisco,94121,71,None,Yes,No,1416.5,4102.43,Stayed
Female,62,Yes,1,Fish Camp,93623,72,None,Yes,Yes,8058.85,11416.21,Stayed
Male,27,No,1,San Gabriel,91775,12,Offer D,Yes,Yes,871.4,1050.92,Churned
Female,35,No,0,Mira Loma,91752,31,None,No,Yes,1520.1,1520.1,Stayed
Female,42,Yes,0,Gardena,90249,45,Offer B,Yes,Yes,2221.55,2513.6,Stayed
Male,39,No,0,La Quinta,92253,72,Offer A,Yes,No,1468.75,3660.43,Stayed
Male,25,Yes,2,Loma Linda,92354,45,None,Yes,Yes,4368.85,5934.1,Stayed
Male,62,No,1,Marysville,95901,62,Offer B,Yes,No,1413.0,2501.72,Stayed
Female,21,No,0,Mountain Ranch,95246,17,None,Yes,No,280.85,1001.99,Stayed
Male,60,No,0,Irvine,92602,54,None,Yes,Yes,4735.2,5816.36,Stayed
Male,48,No,0,West Point,95255,15,None,Yes,No,378.6,498.0,Stayed
Male,50,Yes,2,Burson,95225,22,Offer D,Yes,Yes,1573.95,2427.99,Stayed
Male,41,No,0,Amador City,95601,12,None,Yes,Yes,1059.55,1207.87,Churned
Male,57,Yes,0,Costa Mesa,92627,49,None,No,Yes,2541.25,2591.25,Churned
Female,23,Yes,0,San Diego,92117,2,None,No,Yes,97.1,97.1,Churned
Male,62,No,0,Clearlake Oaks,95423,1,Offer E,Yes,No,19.45,66.04,Joined
Male,63,Yes,2,Foothill Ranch,92610,24,Offer C,Yes,Yes,1338.15,1752.63,Churned
Female,41,Yes,0,Cardiff By The Sea,92007,53,Offer B,Yes,Yes,3833.95,5802.37,Stayed
Female,60,Yes,0,Arcadia,91006,42,None,Yes,Yes,3729.75,4594.11,Stayed
Male,71,Yes,0,Costa Mesa,92626,56,None,Yes,Yes,4824.45,6598.53,Stayed
Male,29,No,0,Canoga Park,91304,28,Offer C,No,Yes,810.85,810.85,Stayed
Male,46,No,1,Caliente,93518,6,None,Yes,No,111.65,278.33,Stayed
Male,34,No,1,Jackson,95642,1,None,Yes,Yes,49.9,89.5,Churned
Female,48,No,0,Strathmore,93267,11,None,Yes,Yes,837.95,1009.55,Churned
Female,62,Yes,0,San Jose,95116,37,None,Yes,Yes,2839.65,4226.78,Churned
Female,80,Yes,0,Palo Alto,94301,56,Offer B,Yes,Yes,5471.75,6096.84,Stayed
Female,32,No,0,San Rafael,94903,7,None,Yes,Yes,369.25,417.06,Stayed
Male,69,No,0,Tahoe Vista,96148,66,None,Yes,Yes,7432.05,8085.45,Churned
Female,52,Yes,2,Stinson Beach,94970,25,Offer C,Yes,No,520.1,846.6,Stayed
Male,50,Yes,0,Diamond Bar,91765,57,Offer B,Yes,Yes,3450.15,6259.68,Stayed
Female,52,Yes,1,Moss Landing,95039,47,None,Yes,No,1016.7,1084.38,Stayed
Female,22,No,1,Terra Bella,93270,8,None,No,Yes,330.8,330.8,Stayed
Male,79,No,0,Redding,96001,12,None,No,Yes,381.2,342.22,Stayed
Female,44,Yes,3,Palos Verdes Peninsula,90274,58,None,Yes,Yes,2413.05,3876.75,Stayed
Male,56,No,0,Firebaugh,93622,2,Offer E,Yes,No,33.7,41.34,Joined
Female,63,No,0,Visalia,93292,7,None,Yes,Yes,522.95,705.58,Churned
Male,23,No,0,Los Angeles,90057,52,Offer B,Yes,Yes,4217.8,5734.12,Stayed
Male,56,Yes,0,San Diego,92107,70,Offer A,Yes,Yes,5731.85,7689.75,Stayed
Female,32,No,0,Glen Ellen,95442,22,None,Yes,Yes,1054.6,1161.5,Churned
Male,76,Yes,0,Tranquillity,93668,46,None,Yes,Yes,4541.2,6753.62,Churned
Male,21,No,1,Fresno,93704,39,Offer C,Yes,Yes,3895.35,4469.43,Stayed
Female,31,Yes,3,Montgomery Creek,96065,63,Offer B,Yes,No,1263.85,3899.77,Stayed
Male,56,Yes,1,Los Angeles,90029,10,None,Yes,No,198.5,353.6,Stayed
Female,48,Yes,4,San Marcos,92069,54,None,Yes,No,1092.35,3356.57,Stayed
Male,22,No,0,Paso Robles,93446,11,Offer D,Yes,No,226.8,595.08,Stayed
Male,36,Yes,0,Emeryville,94608,71,Offer A,Yes,Yes,5585.4,6364.27,Stayed
Male,61,Yes,0,Sunland,91040,43,None,Yes,Yes,3539.25,4192.85,Stayed
Male,73,No,0,Los Angeles,90024,38,Offer C,Yes,Yes,2497.35,2715.85,Churned
Male,71,Yes,0,Fullerton,92835,21,None,Yes,Yes,1857.25,2325.55,Stayed
Female,51,No,0,Long Beach,90810,1,None,Yes,Yes,69.2,79.28,Churned
Male,49,No,0,Alhambra,91803,19,Offer D,Yes,Yes,1725.95,2545.04,Stayed
Male,34,Yes,0,Fields Landing,95537,59,Offer B,Yes,Yes,6561.25,7445.07,Stayed
Male,44,No,0,Los Angeles,90049,1,None,Yes,Yes,44.15,52.92,Churned
Female,33,Yes,0,Moss Landing,95039,72,Offer A,Yes,Yes,7556.9,10814.34,Stayed
Male,46,No,0,Escondido,92027,29,None,Yes,Yes,2830.45,4378.13,Stayed
Female,19,Yes,3,Pleasanton,94566,36,None,No,Yes,1547.35,1547.35,Stayed
Female,25,No,0,Temecula,92592,1,None,Yes,Yes,69.6,83.79,Churned
Male,40,No,0,Santa Barbara,93108,10,None,Yes,No,176.3,350.3,Stayed
Female,39,No,0,Riverbank,95367,39,None,Yes,Yes,3201.55,4155.1,Churned
Female,77,Yes,0,Glendora,91741,17,None,Yes,Yes,1614.7,1679.81,Stayed
Male,49,Yes,2,Igo,96047,12,Offer D,Yes,Yes,628.65,835.89,Stayed
Female,59,Yes,0,Denair,95316,58,Offer B,Yes,Yes,3478.75,5007.63,Stayed
Male,31,Yes,0,Long Beach,90815,57,None,Yes,Yes,3171.6,4019.37,Stayed
Female,64,Yes,3,Carlsbad,92009,69,None,Yes,No,1337.5,2128.93,Stayed
Female,43,No,0,Pasadena,91104,23,None,Yes,Yes,1843.05,2947.66,Stayed
Female,64,No,0,North Hills,91343,33,Offer C,Yes,Yes,2684.85,4080.42,Stayed
Female,76,No,0,Fallbrook,92028,3,None,Yes,Yes,127.1,227.52,Churned
Male,26,Yes,0,Granite Bay,95746,8,Offer E,Yes,No,153.95,541.07,Stayed
Male,25,Yes,3,Williams,95987,34,None,Yes,Yes,3091.75,3701.06,Stayed
Male,42,Yes,1,Palmdale,93550,14,None,Yes,Yes,937.6,1576.0,Churned
Male,53,Yes,3,Loomis,95650,72,Offer A,Yes,No,1643.25,3113.49,Stayed
Male,21,Yes,0,San Diego,92131,71,None,Yes,Yes,3778.2,7208.92,Stayed
Male,20,Yes,0,Willow Creek,95573,64,Offer B,Yes,Yes,4688.65,6393.61,Stayed
Male,31,Yes,1,Aliso Viejo,92656,53,Offer B,Yes,Yes,3363.8,3475.63,Stayed
Female,30,Yes,0,Aromas,95004,68,Offer A,Yes,Yes,5974.3,7902.78,Stayed
Male,57,Yes,1,Julian,92036,5,None,Yes,Yes,385.0,442.7,Churned
Male,75,No,0,Davenport,95017,52,Offer B,Yes,Yes,3829.75,6023.63,Stayed
Male,61,Yes,0,Coronado,92118,67,Offer A,Yes,Yes,7040.85,7588.91,Churned
Female,32,No,0,Salinas,93908,68,None,Yes,No,1424.9,4716.78,Stayed
Female,23,Yes,1,Fallbrook,92028,49,None,Yes,Yes,3824.2,4268.63,Stayed
Male,24,Yes,3,Diamond Bar,91765,37,None,Yes,No,726.1,1029.87,Stayed
Male,55,No,0,Riverside,92509,1,Offer E,Yes,No,20.0,45.99,Joined
Male,47,No,0,Heber,92249,23,Offer D,Yes,Yes,1917.1,2347.2,Churned
Male,63,No,0,Palmdale,93551,11,Offer D,Yes,No,237.3,727.13,Stayed
Female,30,No,0,Madera,93638,70,None,Yes,No,1341.5,2041.5,Stayed
Male,49,No,0,Lucerne Valley,92356,40,None,Yes,Yes,2647.1,4126.3,Stayed
Female,59,Yes,1,Pala,92059,69,Offer A,Yes,Yes,6398.05,8366.62,Stayed
Female,42,Yes,1,Stockton,95207,71,None,Yes,No,1810.55,3194.34,Stayed
Male,21,Yes,2,Shingletown,96088,61,Offer B,Yes,Yes,5264.5,6040.42,Stayed
Female,60,No,0,Irvine,92612,26,Offer C,Yes,Yes,2599.95,3267.11,Stayed
Female,41,Yes,0,Oxnard,93030,48,Offer B,Yes,Yes,4029.95,5179.55,Churned
Male,37,Yes,3,O Neals,93645,60,Offer B,Yes,No,1205.05,2144.05,Stayed
Male,54,Yes,0,Newcastle,95658,15,Offer D,Yes,Yes,1108.6,1561.15,Stayed
Female,59,Yes,0,San Diego,92116,69,Offer A,Yes,Yes,7251.9,8916.04,Stayed
Female,42,No,0,Thousand Oaks,91360,1,Offer E,Yes,No,19.65,43.32,Joined
Male,23,Yes,0,Elk Grove,95624,59,Offer B,No,Yes,2452.7,2452.7,Churned
Male,50,Yes,3,Santa Cruz,95064,54,None,Yes,Yes,5637.85,6006.34,Stayed
Male,38,Yes,0,Brooks,95606,72,None,No,Yes,4549.05,4549.05,Stayed
Female,56,No,0,Chico,95926,9,None,Yes,No,150.35,544.82,Stayed
Male,33,Yes,1,Olympic Valley,96146,2,None,Yes,Yes,90.05,151.79,Joined
Male,62,Yes,2,San Ramon,94583,66,None,Yes,No,1344.5,3425.48,Stayed
Female,61,Yes,2,Brentwood,94513,72,Offer A,Yes,Yes,7129.45,9664.57,Stayed
Male,63,No,0,Chatsworth,91311,43,None,Yes,Yes,3198.6,4660.6,Churned
Female,65,No,0,Fresno,93726,57,Offer B,No,Yes,3094.05,3094.05,Stayed
Female,42,Yes,2,Pope Valley,94567,1,None,No,Yes,40.1,50.1,Churned
Female,51,Yes,0,Sacramento,95825,32,None,Yes,Yes,2954.5,4525.94,Churned
Male,72,Yes,0,Manchester,95459,55,Offer B,Yes,Yes,6292.7,7002.75,Stayed
Male,61,Yes,0,Los Angeles,90039,51,None,No,Yes,1529.45,1529.45,Stayed
Female,39,Yes,2,Cobb,95426,6,None,Yes,Yes,297.35,594.05,Stayed
Male,47,Yes,1,Glendale,91208,8,Offer E,Yes,Yes,415.05,445.85,Churned
Female,62,No,0,La Jolla,92037,28,Offer C,No,Yes,961.4,961.4,Stayed
